brand,description,image_url,origin,price,price_per_unit,product_id,promo_price,shelter_child,shelter_main,shelter_parent,url
,Rillettes du Mans Tradilège 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1409880&use=l&cat=p&typeid=i,,1.62 €,4.05 € / kg,18246,1.62 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18246-Rillettes-du-Mans-Tradilege.aspx
,Rillettes du Mans Tradilège 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1409877&use=l&cat=p&typeid=i,,0.89 €,4.05 € / kg,18245,0.89 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18245-Rillettes-du-Mans-Tradilege.aspx
Bordeau Chesnel,Rillettes porc Bordeau Chesnel Sans graisse ajoutée VPF 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1597088&use=l&cat=p&typeid=i,,2.29 €,10.41 € / kg,81816,2.29 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81816-Rillettes-porc-Bordeau-Chesnel.aspx
,Rillettes Tradilège poulet rôti 400g Format familial,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240803&use=l&cat=p&typeid=i,,2.45 €,6.13 € / kg,34851,2.45 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34851-Rillettes-Tradilege-poulet-roti.aspx
,Rillettes Tradilège poulet rôti 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240139&use=l&cat=p&typeid=i,,1.35 €,6.14 € / kg,34841,1.35 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34841-Rillettes-Tradilege-poulet-roti.aspx
Bordeau Chesnel,Rillettes Bordeau Chesnel Poulet rôti - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640900&use=l&cat=p&typeid=i,,2.23 €,10.14 € / kg,48200,2.23 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48200-Rillettes-Bordeau-Chesnel.aspx
Bordeau Chesnel,Rillettes Bordeau Chesnel Poulet rôti - 110g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1641065&use=l&cat=p&typeid=i,,1.48 €,13.45 € / kg,80620,1.48 €,Tartinables,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-80620-Rillettes-Bordeau-Chesnel.aspx
,Croques fromage poulet x10 Père Dodu - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1079005&use=l&cat=p&typeid=i,,4.70 €,4.70 € / kg,24028,4.70 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-24028-Croques-fromage-poulet-x10.aspx
,Escalope Cordon Bleu Père Dodu Poulet - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1557211&use=l&cat=p&typeid=i,,1.93 €,9.65 € / kg,93788,1.93 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93788-Escalope-Cordon-Bleu-Pere-Dodu.aspx
,Cordon Bleu Père Dodu Poulet - 800g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584596&use=l&cat=p&typeid=i,,6.05 €,7.56 € / kg,63973,6.05 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-63973-Cordon-Bleu-Pere-Dodu.aspx
,Cordons bleu Comté Père Dodu Dinde x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1605479&use=l&cat=p&typeid=i,,1.73 €,8.65 € / kg,31029,1.73 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-31029-Cordons-bleu-Comte-Pere-Dodu.aspx
,Escalope cordon bleu Père Dodu de dinde - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1510159&use=l&cat=p&typeid=i,,4.35 €,10.88 € / kg,93121,4.35 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-93121-Escalope-cordon-bleu-Pere-Dodu.aspx
,Escalope cordon bleu Père Dodu Dinde - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1644812&use=l&cat=p&typeid=i,,2.25 €,11.25 € / kg,88450,2.25 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-88450-Escalope-cordon-bleu-Pere-Dodu.aspx
,Cordon bleu Pic'Express Comté - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=809721&use=l&cat=p&typeid=i,,1.45 €,7.25 € / kg,41364,1.45 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41364-Cordon-bleu-PicExpress.aspx
,Cordon bleu Pic'Express Dinde - 4x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1184961&use=l&cat=p&typeid=i,,2.44 €,6.10 € / kg,5291,2.44 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5291-Cordon-bleu-PicExpress.aspx
,Cordons bleus Pic'Express  Dinde x2 - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1082135&use=l&cat=p&typeid=i,,1.24 €,6.20 € / kg,1125,1.24 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1125-Cordons-bleus-PicExpress-.aspx
,Cordons bleus Pic'express Au poulet x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1082138&use=l&cat=p&typeid=i,,1.51 €,7.55 € / kg,56953,1.51 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-56953-Cordons-bleus-Picexpress.aspx
Le Gaulois,Cordon Bleu Le Gaulois Poulet - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1594982&use=l&cat=p&typeid=i,,1.78 €,8.90 € / kg,7672,1.78 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7672-Cordon-Bleu-Le-Gaulois.aspx
Le Gaulois,Cordon bleu Le Gaulois Dinde x4 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1594290&use=l&cat=p&typeid=i,,3.05 €,7.63 € / kg,35022,3.05 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-35022-Cordon-bleu-Le-Gaulois.aspx
Le Gaulois,Cordon bleu Le Gaulois Dinde - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1590819&use=l&cat=p&typeid=i,,1.78 €,8.90 € / kg,4996,1.78 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4996-Cordon-bleu-Le-Gaulois.aspx
Le Gaulois,Croq pizza Le Gaulois x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1624983&use=l&cat=p&typeid=i,,2.14 €,10.70 € / kg,47084,2.14 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-47084-Croq-pizza-Le-Gaulois.aspx
Le Gaulois,Croq Extra Fromage Le Gaulois x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1599531&use=l&cat=p&typeid=i,,2.02 €,10.10 € / kg,47083,2.02 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-47083-Croq-Extra-Fromage-Le-Gaulois.aspx
,Cordon de poulet Maître Coq A la normande - 800g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1593786&use=l&cat=p&typeid=i,,5.84 €,7.30 € / kg,67305,5.84 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-67305-Cordon-de-poulet-Maitre-Coq.aspx
,Crousty Croc' Jambon Père Dodu Dinde x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591506&use=l&cat=p&typeid=i,,1.64 €,8.20 € / kg,25236,1.64 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25236-Crousty-Croc-Jambon-Pere-Dodu.aspx
,Crousty Croc' Fromage Père Dodu x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584674&use=l&cat=p&typeid=i,,1.43 €,7.15 € / kg,1127,1.43 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1127-Crousty-Croc-Fromage-Pere-Dodu.aspx
,Escalope Bolognaise Père Dodu x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1603598&use=l&cat=p&typeid=i,,1.88 €,9.40 € / kg,1131,1.88 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1131-Escalope-Bolognaise-Pere-Dodu.aspx
,Croc's jambon Pic'Express Dinde x2 - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=796894&use=l&cat=p&typeid=i,,1.36 €,6.80 € / kg,5254,1.36 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5254-Crocs-jambon-PicExpress.aspx
,Escalope Normande Pic'Express Dinde x2 - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=796886&use=l&cat=p&typeid=i,,1.23 €,6.15 € / kg,5285,1.23 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5285-Escalope-Normande-PicExpress.aspx
,Croc's Pic'express Poulet Fromage x2 - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=796890&use=l&cat=p&typeid=i,,1.20 €,6.00 € / kg,5255,1.20 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5255-Crocs-Picexpress.aspx
,Escalope Bolognaise Pic Express Dinde x2 - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1220328&use=l&cat=p&typeid=i,,1.63 €,8.15 € / kg,6316,1.63 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-6316-Escalope-Bolognaise-Pic-Express.aspx
,Crousty Croc' Kebab Père Dodu x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584629&use=l&cat=p&typeid=i,,1.98 €,9.90 € / kg,5297,1.98 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5297-Crousty-Croc-Kebab-Pere-Dodu.aspx
,Panés de poulet Pic'Express x6 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1635222&use=l&cat=p&typeid=i,,1.47 €,7.35 € / kg,29809,1.47 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-29809-Panes-de-poulet-PicExpress.aspx
,Pavé Savoyard Le gaulois Dinde - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584896&use=l&cat=p&typeid=i,,1.66 €,8.30 € / kg,7697,1.66 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7697-Pave-Savoyard-Le-gaulois.aspx
,Cordon bleu dinde Père Dodu  x10 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1564996&use=l&cat=p&typeid=i,,4.99 €,4.99 € / kg,23827,4.99 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23827-Cordon-bleu-dinde-Pere-Dodu-.aspx
,Coq Maître Coq Poulet Fromage - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1609169&use=l&cat=p&typeid=i,,6.31 €,6.31 € / kg,39491,6.31 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-39491-Coq-Maitre-Coq.aspx
,Panés de poulet Pic'express x2 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1635493&use=l&cat=p&typeid=i,,1.49 €,7.45 € / kg,18596,1.49 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18596-Panes-de-poulet-Picexpress.aspx
,Nuggets de fromage Père Dodu 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591203&use=l&cat=p&typeid=i,,1.38 €,7.67 € / kg,1134,1.38 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1134-Nuggets-de-fromage-Pere-Dodu.aspx
,Nuggets de poulet Père Dodu 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1644767&use=l&cat=p&typeid=i,,2.21 €,11.05 € / kg,1133,2.21 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1133-Nuggets-de-poulet-Pere-Dodu.aspx
,Crousti de Nuggets Père Dodu au poulet - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584644&use=l&cat=p&typeid=i,,1.82 €,9.10 € / kg,34999,1.82 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34999-Crousti-de-Nuggets-Pere-Dodu.aspx
,Nugget's Père Dodu 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1605476&use=l&cat=p&typeid=i,,3.10 €,7.75 € / kg,41827,3.10 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41827-Nuggets-Pere-Dodu.aspx
,Nuggets Pic'express Fromage - 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1186947&use=l&cat=p&typeid=i,,1.17 €,6.50 € / kg,58222,1.17 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58222-Nuggets-Picexpress.aspx
,Nuggets de poulet Pic'Express 10 morceaux - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1220325&use=l&cat=p&typeid=i,,1.30 €,6.50 € / kg,1126,1.30 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1126-Nuggets-de-poulet-PicExpress.aspx
,Nuggets de poulet Pic'Express x20 - 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1220331&use=l&cat=p&typeid=i,,2.43 €,6.08 € / kg,21685,2.43 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-21685-Nuggets-de-poulet-PicExpress.aspx
,Nuggets de poulet Pic'Express Croustillant - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=856210&use=l&cat=p&typeid=i,,1.50 €,7.50 € / kg,41366,1.50 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-41366-Nuggets-de-poulet-PicExpress.aspx
Le Gaulois,Nuggets de poulet Le Gaulois La boîte de 10 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1583006&use=l&cat=p&typeid=i,,1.85 €,9.25 € / kg,83227,1.85 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-83227-Nuggets-de-poulet-Le-Gaulois.aspx
Le Gaulois,Nuggets Dinde Le Gaulois x10 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1624401&use=l&cat=p&typeid=i,,1.82 €,9.10 € / kg,9598,1.82 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-9598-Nuggets-Dinde-Le-Gaulois.aspx
,Nuggets de Poulet  Père Dodu  x50 - 1kg,https://fd4-photos.leclercdrive.fr/image.ashx?id=1584632&use=l&cat=p&typeid=i,,4.99 €,4.99 € / kg,24083,4.99 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-24083-Nuggets-de-Poulet-Pere-Dodu-.aspx
Charal,P'tits croustis Charal 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1616928&use=l&cat=p&typeid=i,,2.95 €,14.75 € / kg,2911,2.95 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-2911-Ptits-croustis-Charal.aspx
Céréal,Nuggets de soja Céréal  Soja et blé - 150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1585804&use=l&cat=p&typeid=i,,2.75 €,18.33 € / kg,58204,2.75 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58204-Nuggets-de-soja-Cereal-.aspx
Herta,Nuggets Le Bon Végétal Herta Soj,https://fd4-photos.leclercdrive.fr/image.ashx?id=1614315&use=l&cat=p&typeid=i,,2.85 €,14.25 € / kg,64889,2.85 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-64889-Nuggets-Le-Bon-Vegetal-Herta.aspx
Céréal,Cordon bleu Céréal 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1575417&use=l&cat=p&typeid=i,,4.30 €,21.50 € / kg,58145,4.30 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58145-Cordon-bleu-Cereal.aspx
,Frites poulet pané Pic Express x12 - 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1635448&use=l&cat=p&typeid=i,,1.45 €,7.25 € / kg,18597,1.45 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18597-Frites-poulet-pane-Pic-Express.aspx
Bio Village,Manchons ailerons Bio Village Poulet rôti - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1107399&use=l&cat=p&typeid=i,,2.50 €,10.00 € / kg,60159,2.50 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-60159-Manchons-ailerons-Bio-Village.aspx
,Manchons poulet Bio Maître Coq 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1578903&use=l&cat=p&typeid=i,,2.82 €,11.28 € / kg,15378,2.82 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-15378-Manchons-poulet-Bio-Maitre-Coq.aspx
,Wings poulet Maître coq nature 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1619617&use=l&cat=p&typeid=i,,3.67 €,9.18 € / kg,3823,3.67 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-3823-Wings-poulet-Maitre-coq-nature.aspx
,Coq'ailes Maître coq Nature - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1678898&use=l&cat=p&typeid=i,,2.53 €,10.12 € / kg,4570,2.53 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4570-Coqailes-Maitre-coq.aspx
,Coq'ailes Maître Coq Grillé - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1571479&use=l&cat=p&typeid=i,,3.16 €,12.64 € / kg,33696,3.16 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-33696-Coqailes-Maitre-Coq.aspx
,Manchons de poulet Chicken'pic 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1187492&use=l&cat=p&typeid=i,,1.89 €,7.56 € / kg,1117,1.89 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1117-Manchons-de-poulet-Chickenpic.aspx
,Coq'ailes Maître Coq Croustillante - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1590735&use=l&cat=p&typeid=i,,3.16 €,12.64 € / kg,33695,3.16 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-33695-Coqailes-Maitre-Coq.aspx
,Coq'ailes Maître Coq Mexicain - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591992&use=l&cat=p&typeid=i,,2.53 €,10.12 € / kg,4569,2.53 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-4569-Coqailes-Maitre-Coq.aspx
,Manchons de poulet Pic'express Méxicain - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1187495&use=l&cat=p&typeid=i,,1.89 €,7.56 € / kg,1118,1.89 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1118-Manchons-de-poulet-Picexpress.aspx
,Manchons de poulet Chicken'pic Barbecue - 250g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1194656&use=l&cat=p&typeid=i,,1.89 €,7.56 € / kg,34241,1.89 €,"Panés, Nuggets et Grignottes",Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34241-Manchons-de-poulet-Chickenpic.aspx
,Lunch Box Torti Lustucru Pâtes Carbonara - 360g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1576773&use=l&cat=p&typeid=i,,2.07 €,5.75 € / kg,45537,2.07 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-45537-Lunch-Box-Torti-Lustucru.aspx
,Lunch Box Fusilli Lustucru Pâtes Bolognaise - 360g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591353&use=l&cat=p&typeid=i,,2.50 €,6.94 € / kg,45528,2.50 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-45528-Lunch-Box-Fusilli-Lustucru.aspx
,Lunch Box Tortellini Lustucru Pâtes 4 fromages - 360g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1554757&use=l&cat=p&typeid=i,,2.61 €,7.25 € / kg,45530,2.61 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-45530-Lunch-Box-Tortellini-Lustucru.aspx
Côté Snack,Fusili Côté Snack Pâtes Bolognaise - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1504974&use=l&cat=p&typeid=i,,1.61 €,5.37 € / kg,23972,1.61 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23972-Fusili-Cote-Snack.aspx
Côté Snack,Fusili Côté Snack Pâtes Carbonara - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1074377&use=l&cat=p&typeid=i,,1.63 €,5.43 € / kg,23973,1.63 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-23973-Fusili-Cote-Snack.aspx
Côté Snack,Fusilli Côté Snack Pâtes 4 fromages - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1503947&use=l&cat=p&typeid=i,,1.62 €,5.40 € / kg,16829,1.62 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-16829-Fusilli-Cote-Snack.aspx
,Pâtes Fusili Sodebo Au saumon - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1619170&use=l&cat=p&typeid=i,,2.80 €,10.00 € / kg,89492,2.80 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-89492-Pates-Fusili-Sodebo.aspx
,Pasta Box Fusilli Sodebo Pâtes Bolognaise - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1554073&use=l&cat=p&typeid=i,,1.89 €,6.30 € / kg,11469,1.89 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-11469-Pasta-Box-Fusilli-Sodebo.aspx
,Pasta Box Fusilli Sodebo Pâtes Carbonara - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1589920&use=l&cat=p&typeid=i,,1.92 €,6.40 € / kg,11470,1.92 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-11470-Pasta-Box-Fusilli-Sodebo.aspx
,Pasta Box Fusilli Sodebo Pâtes Fromages italiens - 300g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1567150&use=l&cat=p&typeid=i,,1.88 €,6.27 € / kg,11471,1.88 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-11471-Pasta-Box-Fusilli-Sodebo.aspx
,Pasta box Tortellini Sodebo Pâtes Ricotta épinards - 280g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1574105&use=l&cat=p&typeid=i,,2.26 €,8.07 € / kg,11455,2.26 €,Plats cuisinés et boxs,Frais,Traiteur,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-11455-Pasta-box-Tortellini-Sodebo.aspx
